RegionName,YoY_Price_%,LatestPrice,YoY_Inventory_%,LatestInventory,YoY_Days_%,LatestDays,YoY_Inventory_%_z,YoY_Days_%_z,DemandIndex,GeoLevel
12900,-3.2160804020100464,96300.0,-2.3809523809523836,41.0,,,0.42516646531096675,,,metro
12940,6.428138265615524,175500.0,,,-2.052785923753664,,,1.314364317288594,,metro
12980,7.572614107883813,103700.0,-18.648648648648646,301.0,-12.322791712104685,,-0.6333149880583924,0.33851234134962443,0.14740132335438397,metro
13020,6.018518518518512,91600.0,-27.182044887780542,292.0,,,-1.1885528966557648,,,metro
13060,-0.29218407596786067,136500.0,-21.457489878542514,194.0,,,-0.8160763513379439,,,metro
13100,5.50887021475257,113000.0,,,,,,,,metro
13140,,,-14.733840304182511,897.0,2.857142857142847,,-0.37859225670635055,1.7809038501087393,-0.7011557967011943,metro
13180,9.280575539568336,151900.0,-13.53711790393013,396.0,,,-0.3007257632180139,,,metro
13220,,,0.0,684.0,,,0.5800866147360709,,,metro
13260,4.047619047619055,87400.0,,,,,,,,metro
13300,6.0512820512820475,103400.0,,,,,,,,metro
13340,7.692307692307687,124600.0,,,,,,,,metro
13380,10.872274143302185,355900.0,-14.174107142857139,769.0,-13.09041835357625,,-0.34217239981025127,0.2655727549169572,0.038299822446647036,metro
13420,9.50384346610762,156700.0,-23.024054982817866,224.0,,,-0.9180072013541102,,,metro
13460,5.281794039539678,356800.0,-0.7560137457044647,1444.0,-12.589073634204272,,0.5308954745062443,0.3132103361518814,-0.4220529053290628,metro
13500,,,,,,,,,,metro
13540,,,-12.377850162866455,538.0,,,-0.22529631191691327,,,metro
13620,0.453309156844961,110800.0,-14.675767918088734,500.0,,,-0.37481369195928005,,,metro
13660,3.296703296703307,103400.0,-22.47619047619047,407.0,,,-0.8823595958369108,,,metro
13700,1.2725344644750836,95500.0,,,,,,,,metro
13720,,,,,,,,,,metro
13740,4.493827160493824,211600.0,-16.373477672530445,618.0,-0.434153400868309,,-0.48527766047147797,1.4681661532688994,-0.49144424639871076,metro
13780,6.438631790744465,105800.0,-13.67924528301887,915.0,-0.17094017094017033,,-0.3099734890364609,1.4931765725239692,-0.5916015417437541,metro
13820,3.289977046671777,135000.0,-15.771812080536918,5271.0,-6.10778443113772,,-0.446129408636934,0.9290599282347235,-0.24146525979889474,metro
13900,4.260651629072676,249600.0,,,,,,,,metro
13940,-4.387186629526463,137300.0,-15.068493150684937,124.0,,,-0.40036693368034126,,,metro
13980,-1.085481682496603,145800.0,-23.355704697986578,571.0,,,-0.9395864751950168,,,metro
14010,5.227781926811059,140900.0,2.775024777006929,1037.0,-4.555314533622557,,0.7606476610432282,1.07657501715457,-0.9186113390988991,metro
14020,4.353650368385797,155800.0,-4.171779141104293,781.0,,,0.3086437026145391,,,metro
14100,-2.2026431718061623,133200.0,23.714285714285708,433.0,,,2.123091303010107,,,metro
14140,-1.6839378238341918,75900.0,-9.241379310344833,658.0,,,-0.021217247998057333,,,metro
14180,,,,,,,,,,metro
14220,-2.9197080291970767,106400.0,5.882352941176472,162.0,,,0.9628305133157399,,,metro
14260,9.920844327176791,208300.0,-15.34219915666558,2610.0,-31.195335276967928,,-0.41817601532527054,-1.4547494452849796,0.9364627303051251,metro
14340,7.4921135646687675,136300.0,-14.150943396226412,91.0,,,-0.3406652167527547,,,metro
14380,7.744259342638449,239300.0,-26.15643397813289,878.0,,,-1.1218200225984196,,,metro
14420,,,27.118644067796605,75.0,,,2.3446008590355607,,,metro
14460,6.780072904009726,439400.0,-15.458608628060633,8701.0,-16.867469879518072,,-0.4257503678605385,-0.09332121951433037,0.2595357936874344,metro
14500,4.775808133472359,502400.0,0.6958250497017815,1013.0,-4.273504273504269,,0.6253614894189538,1.1033525190220215,-0.8643570042204876,metro
14540,9.284195605953215,154200.0,17.26495726495727,686.0,,,1.7034563136442618,,,metro
14580,,,-7.538461538461538,601.0,,,0.08958558778704925,,,metro
14620,,,44.6969696969697,191.0,,,3.488360328943706,,,metro
14660,,,-11.368015414258192,920.0,,,-0.1595899368543104,,,metro
14700,5.808080808080818,125700.0,-16.14474599860821,1205.0,,,-0.4703948995285176,,,metro
14720,,,,,,,,,,metro
14740,2.013826269912844,339400.0,-28.47222222222222,618.0,-25.689404934687953,,-1.2725001721391316,-0.9315780747302861,1.102039123434709,metro
14780,6.001263423878722,167800.0,13.793103448275868,264.0,,,1.4775550665780535,,,metro
14820,,,-23.267326732673265,465.0,,,-0.9338360336062822,,,metro
14860,0.17579105976897047,398900.0,-4.158135139392027,6085.0,-5.836575875486383,,0.3095314695438277,0.9548300602461491,-0.6321807648949884,metro
15020,2.2181146025878062,110600.0,,,,,,,,metro
15060,,,0.6230529595015577,323.0,,,0.6206264669220796,,,metro
15100,,,,,,,,,,metro
15180,11.439588688946012,86700.0,-10.27542372881356,1694.0,-23.827392120075043,,-0.08849886064303279,-0.7546503376081982,0.4215745991256155,metro
15220,-1.1904761904761862,83000.0,,,,,,,,metro
15260,6.419316843345113,180700.0,-7.98319327731093,1095.0,-22.135007849293565,,0.06064846666366294,-0.5938406390816983,0.26659608620901765,metro
15340,7.132459970887917,73600.0,,,,,,,,metro
15380,8.592057761732864,150400.0,-21.31728045325779,2222.0,-15.011547344110854,,-0.8069534199892586,0.08302782163432045,0.3619627991774691,metro
15420,10.407569141193584,151700.0,-20.93023255813954,68.0,,,-0.7817695825357742,,,metro
15460,9.989701338825952,106800.0,,,,,,,,metro
15500,3.4980988593155793,136100.0,-14.548802946592998,464.0,,,-0.36655253036981317,,,metro
15540,1.0348792640858528,263600.0,-18.14914645103325,911.0,,,-0.6008141469194395,,,metro
15580,12.369337979094075,129000.0,-7.272727272727275,153.0,,,0.10687597649211664,,,metro
15620,,,-21.98581560283688,330.0,,,-0.8504526374021238,,,metro
15660,6.132879045996598,124600.0,2.2026431718061623,232.0,,,0.7234048146447571,,,metro
15680,1.3451191391237405,263700.0,0.3278688524590123,612.0,,,0.6014198812142817,,,metro
15700,-4.820198928844688,124400.0,6.4189189189189255,315.0,,,0.9977429635240207,,,metro
15740,5.319148936170204,99000.0,,,,,,,,metro
15780,,,10.084033613445387,131.0,,,1.236219012301218,,,metro
15820,5.576923076923079,109800.0,-15.887850467289722,90.0,,,-0.4536796160071468,,,metro
15860,,,-15.355805243445698,226.0,,,-0.41906131526403856,,,metro
15900,12.859097127222974,82500.0,,,,,,,,metro
15940,,,-7.3968705547652895,1302.0,-24.378109452736318,,0.09879841225466679,-0.8069792854526993,0.35409043659901623,metro
15980,0.13422818791946067,223800.0,-6.979062811565306,7464.0,3.197353914002199,,0.1259836842178197,1.8132305730838187,-0.9696071286508192,metro
16020,3.8540949759119147,150900.0,-2.5341130604288553,500.0,,,0.41520084166373766,,,metro
16060,8.185840707964598,97800.0,-5.915492957746482,1002.0,,,0.19518641250243202,,,metro
16100,-1.3821700069108545,142700.0,,,,,,,,metro
16180,7.668108533228479,273800.0,-25.683060109289613,136.0,,,-1.091019259390461,,,metro
16220,-1.6820401519262118,181200.0,,,,,,,,metro
16260,10.592976396085207,192100.0,-13.771186440677962,407.0,,,-0.31595577494726357,,,metro
16300,7.214121258633921,139700.0,-19.051094890510946,1109.0,-14.809590973201692,,-0.6595007414668416,0.10221763784929386,0.27864155180877387,metro
16340,6.071428571428572,89100.0,-15.18324607329843,162.0,,,-0.4078335004460061,,,metro
16380,9.003690036900359,147700.0,,,,,,,,metro
16460,,,,,,,,,,metro
16500,13.600451467268627,201300.0,-1.2232415902140636,323.0,,,0.5004946113617058,,,metro
16540,4.007285974499086,171300.0,-8.387942332896458,699.0,,,0.03431287731185145,,,metro
16580,2.9803921568627434,131300.0,-2.5598678777869477,1180.0,-18.454106280193237,,0.4135250667992542,-0.24408279634340793,-0.08472113522792314,metro
